Target	Source	weight	Type
K08_DK084111_3382	123	0.20723214285714286	Undirected
K08_DK084111_3382	159	0.20008928571428572	Undirected
R21_ES023120_3383	90	0.16064814814814815	Undirected
R21_ES023120_3383	368	0.5063271604938272	Undirected
R01_ES009882_3384	76	0.18962418300653594	Undirected
R01_ES009882_3384	130	0.20923202614379086	Undirected
R01_ES009882_3384	350	0.15694444444444444	Undirected
P30_ES002109_3385	60	0.41250000000000003	Undirected
P30_ES002109_3385	145	0.2681701030927835	Undirected
P01_CA134294_3386	157	0.48547794117647064	Undirected
P01_CA134294_3386	194	0.2795955882352941	Undirected
P30_ES007048_3387	206	0.4168154761904762	Undirected
P30_ES007048_3387	385	0.3215773809523809	Undirected
R01_NS060910_3388	394	0.7121000000000001	Undirected
R01_EB012547_3389	194	0.10947265625	Undirected
R01_EB012547_3389	264	0.16416015625	Undirected
R01_EB012547_3389	312	0.17978515625	Undirected
R01_EB012547_3389	346	0.12509765625	Undirected
R01_EB012547_3389	350	0.16416015625	Undirected
P42_ES004940_3390	4	0.43374999999999997	Undirected
P42_ES004940_3390	82	0.23375	Undirected
P42_ES004940_3390	156	0.16708333333333333	Undirected
R01_ES022933_3391	180	0.1283119658119658	Undirected
R01_ES022933_3391	291	0.38472222222222224	Undirected
R01_ES022933_3391	324	0.21378205128205127	Undirected
2T32AI007260-26A1_3392	126	0.12582335329341318	Undirected
2T32AI007260-26A1_3392	278	0.28151197604790423	Undirected
2T32AI007260-26A1_3392	312	0.23360778443113775	Undirected
2T32AI007260-26A1_3392	323	0.1557634730538922	Undirected
P20_GM103430-13_3393	145	0.40035714285714286	Undirected
P20_GM103430-13_3393	324	0.2289285714285714	Undirected
P30_ES006096_3394	193	0.11033464566929134	Undirected
P30_ES006096_3394	249	0.4095472440944882	Undirected
5U01ES017154_3395	24	0.20804455445544554	Undirected
5U01ES017154_3395	128	0.4357673267326733	Undirected
P30_CA016086_3396	24	0.17752016129032258	Undirected
P30_CA016086_3396	53	0.13719758064516127	Undirected
P30_CA016086_3396	343	0.17752016129032258	Undirected
P30_CA016086_3396	380	0.17752016129032258	Undirected
R01CA133093_3397	255	0.7145408163265307	Undirected
R01CA133093_3397	305	0.10229591836734694	Undirected
CA111891_3398	24	0.21103515625	Undirected
CA111891_3398	53	0.17978515625	Undirected
CA111891_3398	105	0.33603515625	Undirected
CA111891_3398	370	0.11728515625	Undirected
085949_3399	112	0.2106578947368421	Undirected
085949_3399	132	0.16855263157894737	Undirected
085949_3399	140	0.1369736842105263	Undirected
085949_3399	217	0.1264473684210526	Undirected
R01_CA090792_3400	22	0.13877737226277373	Undirected
R01_CA090792_3400	117	0.23366788321167886	Undirected
R01_CA090792_3400	278	0.2701642335766424	Undirected
R01_CA090792_3400	305	0.10228102189781021	Undirected
1-F30-ES022126-01_3401	70	0.17657563025210082	Undirected
1-F30-ES022126-01_3401	117	0.12615546218487395	Undirected
1-F30-ES022126-01_3401	200	0.24380252100840336	Undirected
1-F30-ES022126-01_3401	269	0.12615546218487395	Undirected
P30_CA086862_3402	44	0.3229838709677419	Undirected
P30_CA086862_3402	82	0.12943548387096776	Undirected
P30ES005022_3403	81	0.20778301886792452	Undirected
P30ES005022_3403	188	0.2643867924528302	Undirected
P30ES005022_3403	231	0.2455188679245283	Undirected
CA112557_3404	7	0.2171875	Undirected
CA112557_3404	181	0.1645559210526316	Undirected
CA112557_3404	203	0.17113486842105263	Undirected
CA112557_3404	232	0.1185032894736842	Undirected
P30_ES010126_3405	47	0.2967592592592592	Undirected
P30_ES010126_3405	53	0.2967592592592592	Undirected
P30_ES010126_3405	324	0.22268518518518518	Undirected
AG044768_3406	315	0.37597517730496455	Undirected
AG044768_3406	365	0.3192375886524823	Undirected
P30_ES009089_3407	377	0.3077991452991453	Undirected
P30_ES009089_3407	394	0.3248931623931624	Undirected
P30_ES010126_3408	33	0.28870192307692305	Undirected
P30_ES010126_3408	64	0.13485576923076922	Undirected
P30_ES010126_3408	151	0.2502403846153846	Undirected
P30_ES010126_3408	231	0.115625	Undirected
3_P42_ES10349_3409	178	0.12974537037037037	Undirected
3_P42_ES10349_3409	212	0.32418981481481485	Undirected
3_P42_ES10349_3409	278	0.3149305555555556	Undirected
P30_ES020957_3410	10	0.11801470588235295	Undirected
P30_ES020957_3410	173	0.20625000000000002	Undirected
P30_ES020957_3410	225	0.11801470588235295	Undirected
P30_ES020957_3410	324	0.1474264705882353	Undirected
N0-ES-75558_3411	7	0.4575980392156863	Undirected
N0-ES-75558_3411	62	0.254983660130719	Undirected
N0-ES-75558_3411	291	0.17655228758169933	Undirected
P30_ES005605_3412	48	0.11722972972972973	Undirected
P30_ES005605_3412	269	0.16227477477477475	Undirected
P30_ES005605_3412	334	0.23434684684684684	Undirected
P30_ES005605_3412	336	0.2163288288288288	Undirected
P30_ES005605_3412	346	0.11722972972972973	Undirected
1K08NS067072_3413	82	0.3146428571428571	Undirected
1K08NS067072_3413	284	0.48607142857142854	Undirected
2UL1TR000442-06_3414	158	0.1625	Undirected
2UL1TR000442-06_3414	298	0.11976495726495726	Undirected
2UL1TR000442-06_3414	381	0.10267094017094017	Undirected
P01_CA053996_3415	55	0.14296218487394957	Undirected
P01_CA053996_3415	199	0.12615546218487395	Undirected
P01_CA053996_3415	240	0.11775210084033613	Undirected
P01_CA053996_3415	296	0.3110294117647059	Undirected
P01_ES009605_3416	142	0.10387931034482759	Undirected
P01_ES009605_3416	264	0.10387931034482759	Undirected
P01_ES009605_3416	283	0.3452586206896551	Undirected
ES020662_3417	0	0.28607142857142853	Undirected
ES020662_3417	399	0.4289285714285714	Undirected
P30_ES014443_3418	113	0.31504629629629627	Undirected
P30_ES014443_3418	323	0.11134259259259259	Undirected
P30_ES014443_3418	346	0.2965277777777778	Undirected
R01_CA069334_3419	54	0.13168859649122808	Undirected
R01_CA069334_3419	105	0.543969298245614	Undirected
R01_CA069334_3419	181	0.1667763157894737	Undirected
R01_CA069334_3419	308	0.10537280701754385	Undirected
2U50OH007550_3420	209	0.714375	Undirected
ES00002_3421	107	0.3761752136752137	Undirected
ES00002_3421	133	0.26506410256410257	Undirected
R01_ES016746_3422	126	0.10548245614035089	Undirected
R01_ES016746_3422	177	0.14057017543859648	Undirected
R01_ES016746_3422	323	0.49144736842105263	Undirected
R01_ES016746_3422	372	0.1756578947368421	Undirected
K24_HL102245_3423	22	0.1041	Undirected
K24_HL102245_3423	164	0.1361	Undirected
K24_HL102245_3423	262	0.3521	Undirected
K24_HL102245_3423	393	0.2721	Undirected
8KL2TR000134-07K12_3424	200	0.6501041666666667	Undirected
8KL2TR000134-07K12_3424	283	0.16677083333333334	Undirected
P41_GM103483_3425	52	0.11226635514018692	Undirected
P41_GM103483_3425	133	0.14964953271028036	Undirected
P41_GM103483_3425	181	0.28983644859813085	Undirected
P41_GM103483_3425	266	0.10292056074766355	Undirected
P41_GM103483_3425	390	0.13095794392523363	Undirected
K08-ES-017283_3426	151	0.20335365853658535	Undirected
K08-ES-017283_3426	205	0.11392276422764228	Undirected
K08-ES-017283_3426	382	0.21148373983739838	Undirected
R01_ES002710_3427	173	0.19706439393939393	Undirected
R01_ES002710_3427	204	0.14403409090909092	Undirected
R01_ES002710_3427	255	0.13645833333333332	Undirected
R01_ES002710_3427	387	0.16676136363636362	Undirected
NIH_AI101973-01_3428	61	0.3983407079646018	Undirected
NIH_AI101973-01_3428	92	0.15055309734513272	Undirected
NIH_AI101973-01_3428	250	0.17710176991150442	Undirected
NIH_AI101973-01_3428	355	0.2125	Undirected
5_T32_ES07272-17_3429	90	0.10675	Undirected
5_T32_ES07272-17_3429	106	0.13341666666666666	Undirected
5_T32_ES07272-17_3429	113	0.16674999999999998	Undirected
5_T32_ES07272-17_3429	211	0.14008333333333334	Undirected
5_T32_ES07272-17_3429	294	0.11341666666666667	Undirected
P01_HL114471_3430	146	0.20433673469387753	Undirected
P01_HL114471_3430	357	0.46964285714285714	Undirected
1U19CA105010._3431	14	0.21332720588235293	Undirected
1U19CA105010._3431	46	0.19126838235294116	Undirected
1U19CA105010._3431	277	0.1692095588235294	Undirected
ES065070_3432	20	0.10602941176470587	Undirected
ES065070_3432	47	0.1648529411764706	Undirected
ES065070_3432	234	0.2707352941176471	Undirected
ES_R0110563_3433	16	0.33368055555555554	Undirected
ES_R0110563_3433	189	0.13923611111111112	Undirected
ES_R0110563_3433	357	0.2503472222222222	Undirected
K12_ES019852_3434	33	0.21916666666666665	Undirected
K12_ES019852_3434	67	0.14297619047619048	Undirected
K12_ES019852_3434	358	0.24773809523809523	Undirected
1R01HG006786_3435	26	0.2358739837398374	Undirected
1R01HG006786_3435	268	0.10579268292682927	Undirected
1R01HG006786_3435	289	0.10579268292682927	Undirected
1R01HG006786_3435	342	0.1464430894308943	Undirected
1R01ES019968-01A1_3436	79	0.35727040816326533	Undirected
1R01ES019968-01A1_3436	203	0.11237244897959182	Undirected
1R01ES019968-01A1_3436	318	0.1225765306122449	Undirected
1R01ES019968-01A1_3436	358	0.1225765306122449	Undirected
R01_AI087202_3437	24	0.19093511450381678	Undirected
R01_AI087202_3437	147	0.15276717557251906	Undirected
R01_AI087202_3437	151	0.10696564885496182	Undirected
1U54GM088558_3438	187	0.8422368421052632	Undirected
K99_ES022631_3439	8	0.37508680555555557	Undirected
K99_ES022631_3439	262	0.16675347222222223	Undirected
K99_ES022631_3439	355	0.15980902777777778	Undirected
N01-ES-00005_3440	56	0.7100806451612903	Undirected
ES004344_3441	87	0.11121031746031745	Undirected
ES004344_3441	138	0.25406746031746036	Undirected
ES004344_3441	272	0.27787698412698414	Undirected
DK097153_3442	61	0.18580357142857143	Undirected
DK097153_3442	99	0.1500892857142857	Undirected
DK097153_3442	162	0.10723214285714285	Undirected
DK097153_3442	297	0.21437499999999998	Undirected
DK097153_3442	379	0.11437499999999999	Undirected
N01_ES055387_3443	94	0.22474489795918365	Undirected
N01_ES055387_3443	214	0.2451530612244898	Undirected
N01_ES055387_3443	385	0.22474489795918365	Undirected
R03_ES020446_3444	54	0.17404891304347825	Undirected
R03_ES020446_3444	148	0.16317934782608695	Undirected
R03_ES020446_3444	150	0.48926630434782614	Undirected
P30_ES009089_3445	89	0.5358630952380953	Undirected
P30_ES009089_3445	139	0.2382440476190476	Undirected
R21_ES019264_3446	24	0.13664772727272728	Undirected
R21_ES019264_3446	126	0.13664772727272728	Undirected
R21_ES019264_3446	182	0.18210227272727272	Undirected
R21_ES019264_3446	260	0.2502840909090909	Undirected
1R21AI088406_3447	6	0.10665983606557376	Undirected
1R21AI088406_3447	7	0.22961065573770492	Undirected
1R21AI088406_3447	181	0.31157786885245903	Undirected
1R21AI088406_3447	234	0.1394467213114754	Undirected
AI024616_3448	35	0.28607142857142853	Undirected
AI024616_3448	156	0.3146428571428571	Undirected
1P20GM103636_3449	70	0.17787037037037037	Undirected
1P20GM103636_3449	92	0.11861111111111111	Undirected
1P20GM103636_3449	126	0.33342592592592596	Undirected
1P20GM103636_3449	190	0.1112037037037037	Undirected
1P20GM103636_3449	216	0.13342592592592592	Undirected
P01_ES11261_3450	25	0.4246212121212121	Undirected
P01_ES11261_3450	275	0.24280303030303027	Undirected
R01_DK082779_3451	17	0.25044642857142857	Undirected
R01_DK082779_3451	24	0.17901785714285715	Undirected
R01_DK082779_3451	363	0.32187499999999997	Undirected
1R01ES022186-01_3452	16	0.40031249999999996	Undirected
1R01ES022186-01_3452	83	0.1003125	Undirected
1R01ES022186-01_3452	326	0.1253125	Undirected
1R01ES022186-01_3452	357	0.15031250000000002	Undirected
AI062885_3453	40	0.11012499999999999	Undirected
AI062885_3453	70	0.10012499999999999	Undirected
AI062885_3453	113	0.160125	Undirected
AI062885_3453	296	0.160125	Undirected
MC_UU_12013/1_3454	13	0.11775210084033613	Undirected
MC_UU_12013/1_3454	166	0.24380252100840336	Undirected
MC_UU_12013/1_3454	288	0.31943277310924373	Undirected
1P01CA168540_3455	126	0.16867977528089886	Undirected
1P01CA168540_3455	347	0.17991573033707864	Undirected
1P01CA168540_3455	380	0.3372191011235955	Undirected
P30_ES000002_3456	7	0.5243932038834952	Undirected
P30_ES000002_3456	62	0.10691747572815534	Undirected
R01_OH_008795_3457	7	0.7064484126984127	Undirected
P42_ES007380_3458	60	0.13125	Undirected
P42_ES007380_3458	90	0.17223360655737704	Undirected
P42_ES007380_3458	207	0.17223360655737704	Undirected
P42_ES007380_3458	294	0.12305327868852459	Undirected
P30_ES004184_3459	119	0.16708333333333333	Undirected
P30_ES004184_3459	178	0.13375	Undirected
P30_ES004184_3459	214	0.2670833333333333	Undirected
P30_ES004184_3459	229	0.16708333333333333	Undirected
P30_ES004184_3459	309	0.10041666666666667	Undirected
K08_CA116429_3460	67	0.2286904761904762	Undirected
K08_CA116429_3460	342	0.21916666666666665	Undirected
K08_CA116429_3460	366	0.17154761904761903	Undirected
P01_ES009600_3461	263	0.5002717391304348	Undirected
P01_ES009600_3461	328	0.10896739130434784	Undirected
083918/Z/07/Z_3462	146	0.18238636363636365	Undirected
083918/Z/07/Z_3462	169	0.2278409090909091	Undirected
083918/Z/07/Z_3462	257	0.31875000000000003	Undirected
K25-HL080079_3463	169	0.18295454545454548	Undirected
K25-HL080079_3463	253	0.18295454545454548	Undirected
ES/H045813/1_3464	74	0.1112037037037037	Undirected
ES/H045813/1_3464	275	0.3112037037037037	Undirected
ES/H045813/1_3464	305	0.13342592592592592	Undirected
ES/H045813/1_3464	370	0.1112037037037037	Undirected
1S10RR019246_3465	16	0.15937500000000002	Undirected
1S10RR019246_3465	26	0.20482954545454543	Undirected
1S10RR019246_3465	198	0.45482954545454546	Undirected
R01_NS051334_3466	61	0.10143581081081081	Undirected
R01_NS051334_3466	211	0.10143581081081081	Undirected
R01_NS051334_3466	266	0.10819256756756757	Undirected
R01_NS051334_3466	342	0.263597972972973	Undirected
CA090658_3467	119	0.12225609756097561	Undirected
CA090658_3467	197	0.4149390243902439	Undirected
P30-ES013508_3468	215	0.11400316455696202	Undirected
P30-ES013508_3468	267	0.37982594936708863	Undirected
P30-ES013508_3468	303	0.2405854430379747	Undirected
P30_CA086862_3469	135	0.45625000000000004	Undirected
P30_CA086862_3469	347	0.14046052631578948	Undirected
P01_ES022848_3470	143	0.10389150943396226	Undirected
P01_ES022848_3470	144	0.12275943396226414	Undirected
P01_ES022848_3470	347	0.15106132075471698	Undirected
P01_ES022848_3470	381	0.3020047169811321	Undirected
092437_3471	58	0.2214139344262295	Undirected
092437_3471	230	0.13125	Undirected
092437_3471	355	0.13125	Undirected
P01_ES016732_3472	183	0.4289285714285714	Undirected
P01_ES016732_3472	285	0.11464285714285714	Undirected
P01_ES016732_3472	328	0.2575	Undirected
R01_ES017540_3473	129	0.40041666666666664	Undirected
R01_ES017540_3473	294	0.20041666666666666	Undirected
P30_ES000267_3474	22	0.15326576576576575	Undirected
P30_ES000267_3474	168	0.12623873873873873	Undirected
P30_ES000267_3474	329	0.16227477477477475	Undirected
P30_ES000267_3474	363	0.17128378378378378	Undirected
Z01_ES044032_3475	209	0.1253125	Undirected
Z01_ES044032_3475	258	0.15031250000000002	Undirected
Z01_ES044032_3475	266	0.35031249999999997	Undirected
Z01_ES044032_3475	342	0.1003125	Undirected
ES007784_3476	0	0.2621551724137931	Undirected
ES007784_3476	329	0.1311206896551724	Undirected
ES007784_3476	380	0.1518103448275862	Undirected
ES007784_3476	381	0.14491379310344826	Undirected
P30_ES0000210_3477	0	0.1728448275862069	Undirected
P30_ES0000210_3477	188	0.2418103448275862	Undirected
P30_ES0000210_3477	224	0.10387931034482759	Undirected
P30_ES0000210_3477	379	0.1728448275862069	Undirected
ES016358_3478	148	0.33375	Undirected
ES016358_3478	233	0.30041666666666667	Undirected
ES016358_3478	342	0.10041666666666667	Undirected
P30_EY001792_3479	17	0.3787162162162162	Undirected
P30_EY001792_3479	148	0.2976351351351351	Undirected
ZIA_ES101965-09_3480	120	0.5173850574712644	Undirected
ZIA_ES101965-09_3480	139	0.21853448275862067	Undirected
2-T32-ES07018_3481	153	0.26122611464968154	Undirected
2-T32-ES07018_3481	336	0.14657643312101912	Undirected
P30_ES00319_3482	250	0.14387254901960783	Undirected
P30_ES00319_3482	296	0.11772875816993464	Undirected
P30_ES00319_3482	350	0.22883986928104577	Undirected
R01_ES019876_3483	66	0.16416015625	Undirected
R01_ES019876_3483	159	0.27353515625	Undirected
R01_ES019876_3483	261	0.28134765625	Undirected
R01_ES019876_3483	275	0.11728515625	Undirected
CA118434_3484	10	0.150625	Undirected
CA118434_3484	132	0.500625	Undirected
P50_CA097248_3485	87	0.19213576158940396	Undirected
P50_CA097248_3485	143	0.11266556291390728	Undirected
P50_CA097248_3485	151	0.12591059602649007	Undirected
P50_CA097248_3485	174	0.13253311258278144	Undirected
P50_CA097248_3485	381	0.10604304635761588	Undirected
P30_ES000210_3486	126	0.11820866141732284	Undirected
P30_ES000210_3486	178	0.20482283464566928	Undirected
P30_ES000210_3486	229	0.2126968503937008	Undirected
P30_ES000210_3486	309	0.11820866141732284	Undirected
R01_CA120388_3487	224	0.10647163120567375	Undirected
R01_CA120388_3487	244	0.2554078014184397	Undirected
R01_CA120388_3487	396	0.12065602836879433	Undirected
P30_AG018254_3488	69	0.29567610062893085	Undirected
P30_AG018254_3488	323	0.327122641509434	Undirected
1R13CA174342-01_3489	133	0.10445652173913043	Undirected
1R13CA174342-01_3489	221	0.5305434782608696	Undirected
P30_CA016672_3490	14	0.27746350364963507	Undirected
P30_CA016672_3490	179	0.10228102189781021	Undirected
P30_CA016672_3490	397	0.44534671532846715	Undirected
ES015915_3491	272	0.9036897590361445	Undirected
P01AT003961_3492	182	0.5321808510638297	Undirected
P01AT003961_3492	398	0.10664893617021277	Undirected
DK-081343_3493	212	0.4521404109589041	Undirected
DK-081343_3493	322	0.12337328767123287	Undirected
ES09089_3494	146	0.10025	Undirected
ES09089_3494	208	0.38025	Undirected
ES09089_3494	217	0.20024999999999998	Undirected
ES009089_3495	119	0.2047514619883041	Undirected
ES009089_3495	197	0.3567982456140351	Undirected
ES009089_3495	305	0.11118421052631579	Undirected
P60_MD006902_3496	26	0.4275201612903226	Undirected
P60_MD006902_3496	130	0.22590725806451611	Undirected
1P01CA142538_3497	171	0.1616935483870968	Undirected
1P01CA142538_3497	308	0.12943548387096776	Undirected
1P01CA142538_3497	343	0.25846774193548383	Undirected
K23_ES021745_3498	247	0.5385416666666667	Undirected
K23_ES021745_3498	327	0.26290064102564104	Undirected
1R01ES015445_3499	59	0.4567934782608695	Undirected
1R01ES015445_3499	237	0.10896739130434784	Undirected
1R01ES015445_3499	275	0.15244565217391304	Undirected
ES002710_3500	250	0.30666058394160584	Undirected
ES002710_3500	393	0.3577554744525548	Undirected
P01_ES018176_3501	182	0.2016472868217054	Undirected
P01_ES018176_3501	275	0.14738372093023255	Undirected
P01_ES018176_3501	291	0.15513565891472866	Undirected
R01_ES021484_3502	76	0.18564814814814815	Undirected
R01_ES021484_3502	312	0.1486111111111111	Undirected
R01_ES021484_3502	352	0.25972222222222224	Undirected
P01-CA26731_3503	53	0.45122549019607844	Undirected
P01-CA26731_3503	181	0.1571078431372549	Undirected
P01-CA26731_3503	268	0.2159313725490196	Undirected
5P01ES009581_3504	264	0.2060049019607843	Undirected
5P01ES009581_3504	281	0.3138480392156863	Undirected
5P01ES009581_3504	301	0.1079656862745098	Undirected
5P01ES009581_3504	347	0.1471813725490196	Undirected
U19_CA177547_3505	178	0.1798076923076923	Undirected
U19_CA177547_3505	197	0.4875	Undirected
T32_ES007334_3506	23	0.23849337748344374	Undirected
T32_ES007334_3506	197	0.25173841059602653	Undirected
T32_ES007334_3506	382	0.11266556291390728	Undirected
P42_ES004699_3507	133	0.17991573033707864	Undirected
P42_ES004699_3507	350	0.61811797752809	Undirected
K99_ES016767_3508	46	0.11145833333333334	Undirected
K99_ES016767_3508	294	0.33368055555555554	Undirected
K99_ES016767_3508	392	0.27812499999999996	Undirected
ES23101_3509	54	0.6089673913043478	Undirected
ES23101_3509	235	0.10896739130434784	Undirected
1U01ES12800_3510	247	0.6924450549450549	Undirected
1U01ES12800_3510	370	0.16497252747252747	Undirected
5R01ES020382-02_3511	36	0.33585766423357666	Undirected
5R01ES020382-02_3511	273	0.33585766423357666	Undirected
5R01ES020382-02_3511	348	0.10228102189781021	Undirected
R01_DK61769_3512	15	0.1408203125	Undirected
R01_DK61769_3512	108	0.2033203125	Undirected
R01_DK61769_3512	198	0.5626953125	Undirected
U54_ES015678_3513	74	0.23829365079365078	Undirected
U54_ES015678_3513	357	0.47638888888888886	Undirected
P01_AG043376_3514	102	0.13814655172413792	Undirected
P01_AG043376_3514	395	0.3622844827586207	Undirected
P01_NS059806_3515	18	0.59384765625	Undirected
2R01_CA111365_3516	120	0.6851377952755906	Undirected
2R01_CA111365_3516	357	0.10246062992125984	Undirected
2R01_CA111365_3516	398	0.11820866141732284	Undirected
ES005022_3517	18	0.7519736842105263	Undirected
ES_08314_3518	57	0.15031250000000002	Undirected
ES_08314_3518	158	0.20031249999999998	Undirected
ES_08314_3518	314	0.40031249999999996	Undirected
ES017476_3519	46	0.2224206349206349	Undirected
ES017476_3519	104	0.14305555555555555	Undirected
ES017476_3519	265	0.12718253968253967	Undirected
P42_ES004699_3520	84	0.14923245614035088	Undirected
P42_ES004699_3520	380	0.5615131578947369	Undirected
1_UO1_NS_047537-01_3521	54	0.18196022727272726	Undirected
1_UO1_NS_047537-01_3521	105	0.15923295454545452	Undirected
1_UO1_NS_047537-01_3521	108	0.11377840909090908	Undirected
1_UO1_NS_047537-01_3521	180	0.14786931818181817	Undirected
1_UO1_NS_047537-01_3521	380	0.22741477272727273	Undirected
K12_ES019852_3522	39	0.3656034482758621	Undirected
K12_ES019852_3522	283	0.13801724137931035	Undirected
K12_ES019852_3522	356	0.22767241379310346	Undirected
1P01_ES02284401_3523	46	0.1441737288135593	Undirected
1P01_ES02284401_3523	295	0.3390889830508475	Undirected
1P01_ES02284401_3523	327	0.12722457627118644	Undirected
C06_RR-16572_3524	204	0.2144642857142857	Undirected
C06_RR-16572_3524	358	0.4858928571428572	Undirected
R01_ES019873_3525	173	0.5580263157894737	Undirected
R01_ES019873_3525	309	0.17907894736842103	Undirected
P20_GM103549_3526	119	0.15607798165137615	Undirected
P20_GM103549_3526	244	0.11938073394495412	Undirected
P20_GM103549_3526	250	0.11938073394495412	Undirected
P20_GM103549_3526	355	0.32121559633027524	Undirected
R01_ES005775_3527	237	0.2060049019607843	Undirected
R01_ES005775_3527	258	0.1079656862745098	Undirected
R01_ES005775_3527	305	0.15698529411764706	Undirected
R01_ES005775_3527	345	0.34325980392156863	Undirected
R01ES020750_3528	9	0.11722972972972973	Undirected
R01ES020750_3528	22	0.351463963963964	Undirected
R01ES020750_3528	171	0.2163288288288288	Undirected
ES-04184_3529	45	0.27652439024390246	Undirected
ES-04184_3529	48	0.1627032520325203	Undirected
ES-04184_3529	274	0.2277439024390244	Undirected
1R21NS067503_3530	11	0.4826048951048951	Undirected
1R21NS067503_3530	43	0.19589160839160838	Undirected
EST6_3531	242	0.11119281045751633	Undirected
EST6_3531	310	0.13080065359477125	Undirected
EST6_3531	356	0.5033496732026144	Undirected
P42_ES004699_3532	47	0.17103658536585367	Undirected
P42_ES004699_3532	52	0.2685975609756097	Undirected
P42_ES004699_3532	200	0.19542682926829266	Undirected
P42_ES004699_3532	362	0.17103658536585367	Undirected
N01-ES-75558_3533	108	0.4556818181818182	Undirected
P30_ES005605_3534	58	0.19278846153846155	Undirected
P30_ES005605_3534	78	0.23125	Undirected
P30_ES005605_3534	140	0.3081730769230769	Undirected
ESO_4699_3535	105	0.1345149253731343	Undirected
ESO_4699_3535	179	0.10466417910447762	Undirected
ESO_4699_3535	198	0.4628731343283582	Undirected
P30_ES005605_3536	14	0.1692095588235294	Undirected
P30_ES005605_3536	139	0.14715073529411765	Undirected
P30_ES005605_3536	196	0.11773897058823529	Undirected
P30_ES005605_3536	277	0.24273897058823532	Undirected
5R25TW009340_3537	46	0.10903465346534653	Undirected
5R25TW009340_3537	203	0.6337871287128714	Undirected
R01_DK090249_3538	73	0.11043103448275862	Undirected
R01_DK090249_3538	346	0.11043103448275862	Undirected
P01_ES009600_3539	65	0.17919776119402986	Undirected
P01_ES009600_3539	173	0.16427238805970149	Undirected
P01_ES009600_3539	385	0.4851679104477612	Undirected
R01_CA098870_3540	24	0.14501811594202899	Undirected
R01_CA098870_3540	137	0.1957427536231884	Undirected
R01_CA098870_3540	229	0.4131340579710145	Undirected
AG024379_3541	184	0.21664012738853505	Undirected
AG024379_3541	212	0.6242834394904458	Undirected
P30_DK046200_3542	250	0.3334375	Undirected
P30_DK046200_3542	258	0.2834375	Undirected
P30_DK046200_3542	352	0.19177083333333333	Undirected
ES017876_3543	63	0.5158203125	Undirected
ES017876_3543	116	0.1564453125	Undirected
ES017876_3543	294	0.1251953125	Undirected
AG021830_3544	65	0.13349999999999998	Undirected
AG021830_3544	138	0.14683333333333332	Undirected
AG021830_3544	184	0.3868333333333333	Undirected
ES09797_3545	150	0.19421641791044775	Undirected
ES09797_3545	314	0.5972014925373135	Undirected
T32_ES018827_3546	11	0.3419871794871795	Undirected
T32_ES018827_3546	140	0.4103632478632479	Undirected
T32_ES018827_3546	362	0.15395299145299143	Undirected
ES-017498_3547	14	0.1234577922077922	Undirected
ES-017498_3547	64	0.11696428571428572	Undirected
ES-017498_3547	337	0.4286525974025974	Undirected
P30_CA062203_3548	80	0.18800335570469798	Undirected
P30_CA062203_3548	173	0.26854026845637585	Undirected
P30_CA062203_3548	336	0.13431208053691274	Undirected
AA017376_3549	13	0.12270408163265306	Undirected
AA017376_3549	65	0.40841836734693876	Undirected
AA017376_3549	109	0.1635204081632653	Undirected
CA014195_3550	95	0.15301470588235294	Undirected
CA014195_3550	188	0.15301470588235294	Undirected
CA014195_3550	261	0.22360294117647062	Undirected
CA014195_3550	299	0.1000735294117647	Undirected
AG024365_3551	272	0.6526973684210526	Undirected
P42_ES004705_3552	54	0.753804347826087	Undirected
1R21_ES013730_3553	311	0.6207974137931035	Undirected
P42_ES007373_3554	70	0.27416666666666667	Undirected
P42_ES007373_3554	359	0.18527777777777776	Undirected
P42_ES007373_3554	379	0.14824074074074073	Undirected
ES019625_3555	135	0.30183189655172415	Undirected
ES019625_3555	182	0.13803879310344827	Undirected
ES019625_3555	202	0.18114224137931034	Undirected
ES019625_3555	204	0.18114224137931034	Undirected
1_R03_HD52167-01_3556	237	0.20572429906542056	Undirected
1_R03_HD52167-01_3556	258	0.12161214953271027	Undirected
1_R03_HD52167-01_3556	322	0.12161214953271027	Undirected
1_R03_HD52167-01_3556	355	0.17768691588785046	Undirected
1_R03_HD52167-01_3556	384	0.20572429906542056	Undirected
P30_ES010126_3557	210	0.291796875	Undirected
P30_ES010126_3557	237	0.3438802083333334	Undirected
P42_ES004699_3558	101	0.14425675675675675	Undirected
P42_ES004699_3558	140	0.2163288288288288	Undirected
P42_ES004699_3558	311	0.3064189189189189	Undirected
P42_ES004699_3558	371	0.14425675675675675	Undirected
F32_ES023352_3559	22	0.2411144578313253	Undirected
F32_ES023352_3559	320	0.265210843373494	Undirected
F32_ES023352_3559	352	0.2411144578313253	Undirected
T32_ES007326_3560	33	0.36300403225806455	Undirected
T32_ES007326_3560	237	0.20171370967741936	Undirected
T32_ES007326_3560	337	0.16139112903225805	Undirected
1R15_ES019129-01_3561	158	0.1383130081300813	Undirected
1R15_ES019129-01_3561	159	0.10579268292682927	Undirected
1R15_ES019129-01_3561	166	0.19522357723577236	Undirected
1R15_ES019129-01_3561	212	0.1301829268292683	Undirected
2R01HD028152_3562	151	0.13052536231884057	Undirected
2R01HD028152_3562	218	0.1884963768115942	Undirected
